user_uuid,Total_number_of_workouts,Number_of_programs_taken,Intensity_per_workout,cluster
026c46a8-01b5-425b-95e3-c1e6a3473257,33,0.6666666666666666,0.26666666666666666,2
026cbccc-2138-4a2a-9f77-9f4406348bc0,12,0.21428571428571427,0.13333333333333333,0
026f5565-d3a5-4f5e-9acd-9fbf712ca320,8,0.16666666666666666,0.0,0
0274e8b7-d3cc-46d9-9963-94c5fb44979c,10,0.21428571428571427,0.0,0
02764012-6029-4066-9e69-853bbdad34a8,29,0.4999999999999999,0.4666666666666667,1
027d5d81-b54e-47e8-8d52-668419385fdc,11,0.21428571428571427,0.06666666666666667,0
027e19e1-8828-4ed3-acea-aadc9155fbc9,9,0.19047619047619047,0.0,0
027ee2a8-2f42-4d80-bc14-ce66a6058780,4,0.07142857142857142,0.0,0
02834523-b2cb-4ba5-8ebf-d2717707c1d1,6,0.11904761904761904,0.0,0
02852605-9868-45d1-b5d3-d870522b4cbe,24,0.5476190476190476,0.0,2
0285a476-0d03-415c-acb6-f2148350f1db,6,0.09523809523809523,0.06666666666666667,0
02866222-58e0-4299-9d19-03029076ac47,5,0.09523809523809523,0.0,0
02899b63-da17-4b23-93fe-e8d17be9050e,7,0.14285714285714285,0.0,0
028bfce2-93f3-405b-8ff0-2dafe3c05549,4,0.07142857142857142,0.0,0
0291c0bb-7317-4865-b84c-73483d9af7e2,14,0.30952380952380953,0.0,0
02965d71-375e-46ff-b914-6c86e2b0e160,7,0.14285714285714285,0.0,0
0296770b-cf25-4b41-944b-e437ea127932,5,0.09523809523809523,0.0,0
029a70b1-29d1-4074-b638-43299d36da67,4,0.07142857142857142,0.0,0
029c31d7-647f-4187-b9a4-ba777bfbe01a,15,0.26190476190476186,0.2,0
02a03594-a34a-4429-9f7e-8163cbc60e7e,26,0.4999999999999999,0.26666666666666666,2
02a23840-3728-4aac-843c-1d2513c8e32b,18,0.38095238095238093,0.06666666666666667,2
02a27c15-637a-489a-b350-8104f273c9e1,4,0.07142857142857142,0.0,0
02ad8f09-86ba-41ab-9f2a-6988a757acb3,26,0.45238095238095233,0.4,2
02afa9e1-6d31-4964-9b41-11f6fd773981,12,0.23809523809523805,0.06666666666666667,0
02b00a58-28d3-44bd-ac63-a1ae47bdad6a,23,0.38095238095238093,0.4,2
02b0bf96-a059-4171-bf09-a4cc9b456ab2,15,0.33333333333333326,0.0,0
02b31bb4-b8e7-44b9-b5f8-566c08a84351,10,0.21428571428571427,0.0,0
02b6aa27-7af4-41d1-9ae9-f3a477e552d7,21,0.45238095238095233,0.06666666666666667,2
02b8eec3-4da6-4aac-8904-82f7fb011b04,6,0.11904761904761904,0.0,0
02ba7133-cc2b-4f73-aea0-824bfd84ceaa,6,0.11904761904761904,0.0,0
02bf953b-7518-4cfb-8b06-a2909729f783,14,0.2857142857142857,0.06666666666666667,0
02c12f5b-4938-4203-bb24-252e6dcaf2a0,8,0.11904761904761904,0.13333333333333333,0
02c5c450-6cc0-44eb-88ba-c7bde3d022c3,25,0.47619047619047616,0.26666666666666666,2
02cd1e6c-7241-4425-a0f7-509c54734272,4,0.07142857142857142,0.0,0
02d20489-48eb-475c-827d-2664891a3806,7,0.14285714285714285,0.0,0
02d23431-84e6-4335-8620-97b7823d5ac8,16,0.3571428571428571,0.0,0
02dbafac-992e-4f59-9e54-de32691f57fd,7,0.14285714285714285,0.0,0
02e262aa-442e-4a77-951a-610c6e40219d,4,0.07142857142857142,0.0,0
02e2ef3c-f841-42f0-a1a1-4b5a1f2d00b0,53,0.9047619047619047,0.9333333333333333,1
02e9e0fc-7eff-4608-8a4d-5479c8492461,14,0.23809523809523805,0.2,0
02ea2d1d-fd9e-4088-bad5-75e80c512cd8,37,0.6666666666666666,0.5333333333333333,1
02ed34b4-baa9-46bb-879e-deb84e903d0a,43,0.9999999999999999,0.0,2
02f08891-6ba8-4cd5-9703-3acb86851d58,4,0.07142857142857142,0.0,0
02f192ef-17a9-41da-bbd4-575f21c9584d,13,0.2857142857142857,0.0,0
02f1ec6e-58b0-436b-81a6-8946a7fb1ec9,11,0.23809523809523805,0.0,0
02f966d2-2098-4169-818e-b995612af357,7,0.14285714285714285,0.0,0
02fa28e6-9d57-4570-8afc-bea95d5a7b15,5,0.09523809523809523,0.0,0
02fe1a82-60dc-49da-aedd-2c7c18ab92a8,4,0.07142857142857142,0.0,0
0302f9cd-2220-4409-9090-5f4c5f14a7a8,10,0.21428571428571427,0.0,0
0303a5eb-e5d5-4abf-8d16-6f253ffd6cec,5,0.09523809523809523,0.0,0
030bcea9-a3f5-456f-9a72-6d845cb27917,8,0.16666666666666666,0.0,0
0316a8ad-63de-4785-88f9-360b622f1af0,7,0.14285714285714285,0.0,0
031e7c46-bbe3-484d-b562-0ce97a54b08f,14,0.21428571428571427,0.26666666666666666,0
03214e0d-da4d-4234-b7e9-432c51e276b7,7,0.14285714285714285,0.0,0
0323abd1-545c-48f4-a652-b68312020d90,4,0.07142857142857142,0.0,0
